state,county,med_prop_tax_paid,med_housing_value,prop_tax_rate
New Mexico,Chaves County,935,156400.0,0.61
New Mexico,Cibola County,1003,125400.0,0.47
New Mexico,Colfax County,867,167200.0,0.51
New Mexico,Curry County,1017,171200.0,0.64
New Mexico,De Baca County,1118,187500.0,0.55
New Mexico,Doña Ana County,1480,220800.0,0.64
New Mexico,Eddy County,1095,212600.0,0.45
New Mexico,Grant County,808,175600.0,0.38
New Mexico,Guadalupe County,526,110000.0,0.55
New Mexico,Harding County,305,70000.0,0.27
New Mexico,Hidalgo County,531,111000.0,0.48
New Mexico,Lea County,879,184000.0,0.52
New Mexico,Lincoln County,1246,233200.0,0.54
New Mexico,Los Alamos County,2717,495800.0,0.56
New Mexico,Luna County,687,128000.0,0.55
New Mexico,McKinley County,1574,78700.0,0.35
New Mexico,Mora County,885,122600.0,0.5
New Mexico,Otero County,902,162700.0,0.56
New Mexico,Quay County,532,87200.0,0.54
New Mexico,Rio Arriba County,1021,243700.0,0.22
New Mexico,Roosevelt County,616,135800.0,0.6
New Mexico,Sandoval County,2296,313800.0,0.66
New Mexico,San Juan County,1317,193800.0,0.52
New Mexico,San Miguel County,1081,188500.0,0.47
New Mexico,Santa Fe County,2152,446300.0,0.45
New Mexico,Sierra County,789,152600.0,0.57
New Mexico,Socorro County,838,137500.0,0.58
New Mexico,Taos County,1129,382800.0,0.34
New Mexico,Torrance County,719,159700.0,0.45
New Mexico,Union County,859,122700.0,0.3
New Mexico,Valencia County,1374,223000.0,0.57
New York,Albany County,5200,294600.0,1.7
New York,Allegany County,2968,101700.0,2.37
New York,Bronx County,5447,529500.0,0.78
New York,Broome County,3902,154900.0,2.21
New York,Cattaraugus County,2991,113100.0,1.92
New York,Cayuga County,3740,171000.0,1.82
New York,Chautauqua County,2901,127900.0,1.99
New York,Chemung County,3451,141100.0,2.0
New York,Chenango County,3120,137900.0,2.05
New York,Clinton County,3606,180600.0,1.79
New York,Columbia County,4852,347100.0,1.21
New York,Cortland County,4149,162100.0,2.2
New York,Delaware County,3145,183100.0,1.39
New York,Dutchess County,7562,400600.0,1.72
New York,Erie County,4622,233800.0,1.72
New York,Essex County,3119,211900.0,1.35
New York,Franklin County,2440,145400.0,1.45
New York,Fulton County,3364,163100.0,1.62
New York,Genesee County,4113,170500.0,1.98
New York,Greene County,4056,271600.0,1.39
New York,Hamilton County,2597,260200.0,0.93
New York,Herkimer County,3107,147700.0,1.66
New York,Jefferson County,2899,188200.0,1.32
New York,Kings County,6382,905000.0,0.56
New York,Lewis County,2688,166100.0,1.39
New York,Livingston County,4286,174600.0,1.94
New York,Madison County,4181,184600.0,1.98
New York,Monroe County,5616,213700.0,2.41
New York,Montgomery County,3872,157500.0,2.15
New York,Nassau County,"10,000+",684700.0,1.72
New York,New York County,"10,000+",1090500.0,0.71
New York,Niagara County,4155,189800.0,1.73
New York,Oneida County,3690,182600.0,1.73
New York,Onondaga County,4880,200200.0,2.22
New York,Ontario County,4565,222900.0,1.89
New York,Orange County,8494,387900.0,2.02
New York,Orleans County,3823,140800.0,2.23
New York,Oswego County,3646,151700.0,1.95
New York,Otsego County,3041,179100.0,1.54
New York,Putnam County,"10,000+",471300.0,2.12
New York,Queens County,6297,723800.0,0.75
New York,Rensselaer County,5301,258400.0,1.93
New York,Richmond County,6247,675500.0,0.88
New York,Rockland County,"10,000+",596900.0,2.06
New York,St. Lawrence County,2844,121900.0,1.93
New York,Saratoga County,4875,348600.0,1.27
New York,Schenectady County,5568,235700.0,2.12
New York,Schoharie County,3914,192500.0,1.88
New York,Schuyler County,3390,171800.0,1.68
New York,Seneca County,3403,155400.0,1.89
New York,Steuben County,3386,137900.0,2.12
New York,Suffolk County,"10,000+",578400.0,1.62
New York,Sullivan County,4969,249000.0,1.81
New York,Tioga County,3751,160800.0,2.06
New York,Tompkins County,6515,290900.0,2.11
New York,Ulster County,6238,352500.0,1.62
New York,Warren County,3936,267400.0,1.28
New York,Washington County,3946,196200.0,1.73
New York,Wayne County,4250,170000.0,2.2
New York,Westchester County,"10,000+",663200.0,1.84
New York,Wyoming County,3650,162300.0,1.89
New York,Yates County,3477,184700.0,1.42
North Carolina,Alamance County,1494,241500.0,0.66
North Carolina,Alexander County,1269,211800.0,0.59
North Carolina,Alleghany County,1217,214800.0,0.57
North Carolina,Anson County,1141,148600.0,0.68
North Carolina,Ashe County,1190,243100.0,0.46
North Carolina,Avery County,1010,265800.0,0.37
North Carolina,Beaufort County,1300,192700.0,0.58
North Carolina,Bertie County,778,98500.0,0.62
North Carolina,Bladen County,1227,135100.0,0.74
North Carolina,Brunswick County,1890,349800.0,0.52
North Carolina,Buncombe County,2222,391800.0,0.57
North Carolina,Burke County,1253,185400.0,0.61
North Carolina,Cabarrus County,2586,354800.0,0.74
North Carolina,Caldwell County,1150,192200.0,0.61
North Carolina,Camden County,1952,337100.0,0.51
North Carolina,Carteret County,1423,333300.0,0.44
North Carolina,Caswell County,1140,164500.0,0.67
North Carolina,Catawba County,1407,241600.0,0.59
North Carolina,Chatham County,2847,446200.0,0.62
North Carolina,Cherokee County,1064,232300.0,0.45
North Carolina,Chowan County,1677,235800.0,0.63
North Carolina,Clay County,1186,278400.0,0.46
North Carolina,Cleveland County,1286,200000.0,0.64
North Carolina,Columbus County,1120,146000.0,0.73
North Carolina,Craven County,1450,231600.0,0.65
North Carolina,Cumberland County,1850,199200.0,0.87
North Carolina,Currituck County,1760,378800.0,0.47
North Carolina,Dare County,2391,460400.0,0.51
North Carolina,Davidson County,1320,219100.0,0.55
North Carolina,Davie County,1595,253900.0,0.61
North Carolina,Duplin County,950,137400.0,0.68
North Carolina,Durham County,3092,389400.0,0.81
North Carolina,Edgecombe County,1306,125100.0,0.88
North Carolina,Forsyth County,1984,250400.0,0.8
North Carolina,Franklin County,1834,284300.0,0.7
North Carolina,Gaston County,1982,266000.0,0.77
North Carolina,Gates County,1296,170800.0,0.58
North Carolina,Graham County,979,170600.0,0.49
North Carolina,Granville County,1664,247700.0,0.61
North Carolina,Greene County,1041,117400.0,0.78
North Carolina,Guilford County,2174,259900.0,0.83
North Carolina,Halifax County,1216,106200.0,0.9
North Carolina,Harnett County,1689,246200.0,0.68
North Carolina,Haywood County,1583,279200.0,0.53
North Carolina,Henderson County,1810,351400.0,0.49
North Carolina,Hertford County,1168,119200.0,0.86
North Carolina,Hoke County,1465,219300.0,0.57
North Carolina,Hyde County,975,124000.0,0.62
North Carolina,Iredell County,1952,321400.0,0.58
North Carolina,Jackson County,976,284700.0,0.31
North Carolina,Johnston County,1908,305600.0,0.64
North Carolina,Jones County,964,130300.0,0.69
North Carolina,Lee County,1785,240200.0,0.76
North Carolina,Lenoir County,1015,120500.0,0.74
North Carolina,Lincoln County,1856,321000.0,0.61
North Carolina,McDowell County,911,171100.0,0.49
North Carolina,Macon County,1074,251900.0,0.39
North Carolina,Madison County,1362,284600.0,0.48
North Carolina,Martin County,1168,109700.0,0.94
North Carolina,Mecklenburg County,2890,406800.0,0.69
North Carolina,Mitchell County,1141,220100.0,0.54
North Carolina,Montgomery County,1037,161700.0,0.58
North Carolina,Moore County,1849,351400.0,0.57
North Carolina,Nash County,1362,191000.0,0.66
North Carolina,New Hanover County,2105,387800.0,0.55
North Carolina,Northampton County,1239,114500.0,0.78
North Carolina,Onslow County,1502,236400.0,0.64
North Carolina,Orange County,4162,459500.0,0.96
North Carolina,Pamlico County,1218,216800.0,0.59
North Carolina,Pasquotank County,1573,234600.0,0.64
North Carolina,Pender County,1883,299000.0,0.55
North Carolina,Perquimans County,1375,231700.0,0.59
North Carolina,Person County,1328,213900.0,0.68
North Carolina,Pitt County,1734,208900.0,0.81
North Carolina,Polk County,1697,315000.0,0.5
North Carolina,Randolph County,1324,197100.0,0.67
North Carolina,Richmond County,1138,127800.0,0.78
North Carolina,Robeson County,820,94500.0,0.8
North Carolina,Rockingham County,1258,168600.0,0.75
North Carolina,Rowan County,1554,238400.0,0.67
North Carolina,Rutherford County,1178,201800.0,0.62
North Carolina,Sampson County,1130,150700.0,0.75
North Carolina,Scotland County,1068,114900.0,0.67
North Carolina,Stanly County,1385,242400.0,0.57
North Carolina,Stokes County,1179,196700.0,0.59
North Carolina,Surry County,1071,177600.0,0.59
North Carolina,Swain County,859,207000.0,0.22
North Carolina,Transylvania County,1674,373600.0,0.46
North Carolina,Tyrrell County,1331,164500.0,0.63
North Carolina,Union County,2396,417300.0,0.57
North Carolina,Vance County,1256,161500.0,0.65
North Carolina,Wake County,3260,461300.0,0.69
North Carolina,Warren County,1093,154200.0,0.66
North Carolina,Washington County,1252,125900.0,0.93
North Carolina,Watauga County,1386,358900.0,0.42
North Carolina,Wayne County,1249,178700.0,0.73
North Carolina,Wilkes County,1002,168800.0,0.57
North Carolina,Wilson County,1471,186000.0,0.8
North Carolina,Yadkin County,1220,181200.0,0.59
North Carolina,Yancey County,1157,243100.0,0.45
North Dakota,Adams County,1130,113200.0,0.64
North Dakota,Barnes County,1796,173700.0,0.86
North Dakota,Benson County,817,90000.0,0.56
North Dakota,Billings County,1211,331000.0,0.47
North Dakota,Bottineau County,1393,193200.0,0.59
North Dakota,Bowman County,1199,164900.0,0.61
North Dakota,Burke County,846,158100.0,0.44
North Dakota,Burleigh County,2863,324000.0,0.85
North Dakota,Cass County,3564,298000.0,1.11
North Dakota,Cavalier County,1686,125800.0,1.07
North Dakota,Dickey County,1488,162400.0,0.9
North Dakota,Divide County,1006,167600.0,0.75
North Dakota,Dunn County,1665,275000.0,0.43
North Dakota,Eddy County,1237,124000.0,0.67
North Dakota,Emmons County,1063,117200.0,0.72
North Dakota,Foster County,1991,167500.0,0.72
North Dakota,Golden Valley County,1104,123900.0,0.64
North Dakota,Grand Forks County,2900,252700.0,1.1
North Dakota,Grant County,845,93200.0,0.6
North Dakota,Griggs County,1084,119300.0,0.44
North Dakota,Hettinger County,1308,117300.0,0.79
North Dakota,Kidder County,903,156600.0,0.57
North Dakota,LaMoure County,1187,117200.0,0.71
North Dakota,Logan County,1018,102000.0,0.78
North Dakota,McHenry County,994,151000.0,0.71
North Dakota,McIntosh County,913,84200.0,0.87
North Dakota,McKenzie County,1491,349600.0,0.43
North Dakota,McLean County,1724,227100.0,0.71
North Dakota,Mercer County,2184,198500.0,0.86
North Dakota,Morton County,2686,263900.0,1.0
North Dakota,Mountrail County,1209,232700.0,0.41
North Dakota,Nelson County,1044,139700.0,0.61
North Dakota,Oliver County,1343,215700.0,0.5
North Dakota,Pembina County,1205,119200.0,0.82
North Dakota,Pierce County,1604,147300.0,0.95
North Dakota,Ramsey County,1976,199300.0,0.89
North Dakota,Ransom County,1959,193000.0,0.91
North Dakota,Renville County,1128,166000.0,0.66
North Dakota,Richland County,2066,183600.0,1.01
North Dakota,Rolette County,977,103800.0,0.33
North Dakota,Sargent County,1828,163200.0,1.1
North Dakota,Sheridan County,774,110300.0,0.57
North Dakota,Sioux County,420,85400.0,0.26
North Dakota,Slope County,387,170000.0,0.4
North Dakota,Stark County,2411,271700.0,0.82
North Dakota,Steele County,1322,130700.0,0.86
North Dakota,Stutsman County,2289,208400.0,1.02
North Dakota,Towner County,1182,134800.0,0.71
North Dakota,Traill County,2075,200700.0,0.91
North Dakota,Walsh County,1421,132700.0,0.92
North Dakota,Ward County,2859,267100.0,1.04
North Dakota,Wells County,1119,114500.0,0.85
North Dakota,Williams County,1939,284800.0,0.68
Ohio,Adams County,1356,164200.0,0.83
Ohio,Allen County,1847,165300.0,1.06
Ohio,Ashland County,1858,186800.0,0.86
Ohio,Ashtabula County,1928,159500.0,1.12
Ohio,Athens County,2167,185000.0,1.16
Ohio,Auglaize County,1828,189800.0,0.94
Ohio,Belmont County,1469,154900.0,1.01
Ohio,Brown County,1600,196200.0,0.82
Ohio,Butler County,3141,258500.0,1.16
Ohio,Carroll County,1725,183100.0,0.79
Ohio,Champaign County,2084,204000.0,1.07
Ohio,Clark County,2019,169900.0,1.15
Ohio,Clermont County,3333,266200.0,1.26
Ohio,Clinton County,1962,211900.0,0.92
Ohio,Columbiana County,1527,151600.0,0.97
Ohio,Coshocton County,1473,155500.0,0.89
Ohio,Crawford County,1622,136700.0,1.11
Ohio,Cuyahoga County,3910,195400.0,1.89
Ohio,Darke County,1584,173200.0,0.86
Ohio,Defiance County,1750,163200.0,1.09
Ohio,Delaware County,7132,445500.0,1.6
Ohio,Erie County,2428,199700.0,1.16
Ohio,Fairfield County,3289,298800.0,1.15
Ohio,Fayette County,1601,170700.0,0.94
Ohio,Franklin County,4244,288400.0,1.53
Ohio,Fulton County,2444,191000.0,1.23
Ohio,Gallia County,1418,155600.0,0.93
Ohio,Geauga County,4564,331100.0,1.42
Ohio,Greene County,4071,252200.0,1.59
Ohio,Guernsey County,1593,157700.0,0.87
Ohio,Hamilton County,3652,241900.0,1.51
Ohio,Hancock County,2046,204700.0,0.96
Ohio,Hardin County,1590,151200.0,1.04
Ohio,Harrison County,1279,121500.0,0.92
Ohio,Henry County,1970,168600.0,1.11
Ohio,Highland County,1533,168900.0,0.78
Ohio,Hocking County,1852,186400.0,0.79
Ohio,Holmes County,2888,267700.0,0.89
Ohio,Huron County,1751,166000.0,0.92
Ohio,Jackson County,1363,150700.0,0.9
Ohio,Jefferson County,1257,127800.0,0.93
Ohio,Knox County,2564,239400.0,1.0
Ohio,Lake County,3475,214100.0,1.5
Ohio,Lawrence County,1215,144000.0,0.87
Ohio,Licking County,3364,275200.0,1.17
Ohio,Logan County,2042,203200.0,0.99
Ohio,Lorain County,3055,223200.0,1.37
Ohio,Lucas County,2773,163900.0,1.66
Ohio,Madison County,2541,250100.0,0.98
Ohio,Mahoning County,2015,154700.0,1.3
Ohio,Marion County,1489,156800.0,0.96
Ohio,Medina County,3560,287000.0,1.18
Ohio,Meigs County,1238,119300.0,0.86
Ohio,Mercer County,2325,210600.0,0.98
Ohio,Miami County,2254,229100.0,1.03
Ohio,Monroe County,1176,142700.0,0.8
Ohio,Montgomery County,3127,180900.0,1.73
Ohio,Morgan County,1268,150900.0,0.81
Ohio,Morrow County,2359,222300.0,1.09
Ohio,Muskingum County,1649,182200.0,0.88
Ohio,Noble County,1180,163600.0,0.64
Ohio,Ottawa County,2378,219900.0,1.01
Ohio,Paulding County,1450,140800.0,0.9
Ohio,Perry County,1813,191100.0,0.87
Ohio,Pickaway County,2566,256800.0,0.92
Ohio,Pike County,1355,163800.0,0.79
Ohio,Portage County,2877,227000.0,1.22
Ohio,Preble County,1883,180900.0,0.98
Ohio,Putnam County,1943,201100.0,0.92
Ohio,Richland County,2061,164800.0,1.19
Ohio,Ross County,1708,171500.0,0.97
Ohio,Sandusky County,1659,160700.0,1.06
Ohio,Scioto County,1459,137900.0,1.08
Ohio,Seneca County,1599,154700.0,0.96
Ohio,Shelby County,1981,208100.0,0.94
Ohio,Stark County,2402,186400.0,1.24
Ohio,Summit County,3195,208700.0,1.49
Ohio,Trumbull County,1856,141800.0,1.32
Ohio,Tuscarawas County,1962,185400.0,1.01
Ohio,Union County,3947,344900.0,1.33
Ohio,Van Wert County,1387,152000.0,0.92
Ohio,Vinton County,1469,150000.0,0.64
Ohio,Warren County,4199,349400.0,1.22
Ohio,Washington County,1732,185600.0,0.9
Ohio,Wayne County,2602,222100.0,1.07
Ohio,Williams County,1577,150000.0,1.13
Ohio,Wood County,3059,227600.0,1.36
Ohio,Wyandot County,1410,163400.0,0.85
Oklahoma,Adair County,569,117800.0,0.51
Oklahoma,Alfalfa County,592,101500.0,0.56
Oklahoma,Atoka County,872,157600.0,0.37
Oklahoma,Beaver County,1020,130100.0,0.76
Oklahoma,Beckham County,1207,143500.0,0.82
Oklahoma,Blaine County,730,126900.0,0.61
Oklahoma,Bryan County,1118,174900.0,0.58
Oklahoma,Caddo County,626,115700.0,0.55
Oklahoma,Canadian County,2394,246200.0,0.81
Oklahoma,Carter County,1244,168500.0,0.66
Oklahoma,Cherokee County,911,168500.0,0.49
Oklahoma,Choctaw County,520,126500.0,0.39
Oklahoma,Cimarron County,395,98600.0,0.51
Oklahoma,Cleveland County,2360,235700.0,0.92
Oklahoma,Coal County,609,115700.0,0.42
Oklahoma,Comanche County,1449,163800.0,0.68
Oklahoma,Cotton County,840,113900.0,0.77
Oklahoma,Craig County,823,150500.0,0.42
Oklahoma,Creek County,1298,182100.0,0.67
Oklahoma,Custer County,1248,181500.0,0.76
Oklahoma,Delaware County,1051,175300.0,0.51
Oklahoma,Dewey County,689,133600.0,0.65
Oklahoma,Ellis County,877,119100.0,0.59
Oklahoma,Garfield County,1389,160100.0,0.87
Oklahoma,Garvin County,818,147800.0,0.49
Oklahoma,Grady County,1400,205800.0,0.7
Oklahoma,Grant County,513,105700.0,0.57
Oklahoma,Greer County,545,109100.0,0.46
Oklahoma,Harmon County,537,79700.0,0.7
Oklahoma,Harper County,634,99200.0,0.7
Oklahoma,Haskell County,598,138800.0,0.41
Oklahoma,Hughes County,615,102000.0,0.54
Oklahoma,Jackson County,941,158400.0,0.64
Oklahoma,Jefferson County,517,82500.0,0.56
Oklahoma,Johnston County,650,116500.0,0.46
Oklahoma,Kay County,821,124700.0,0.66
Oklahoma,Kingfisher County,1242,215800.0,0.66
Oklahoma,Kiowa County,560,96100.0,0.61
Oklahoma,Latimer County,567,107900.0,0.49
Oklahoma,Le Flore County,845,135700.0,0.59
Oklahoma,Lincoln County,935,166500.0,0.38
Oklahoma,Logan County,1914,246700.0,0.72
Oklahoma,Love County,1072,171000.0,0.49
Oklahoma,McClain County,2023,255900.0,0.77
Oklahoma,McCurtain County,528,144500.0,0.35
Oklahoma,McIntosh County,832,146200.0,0.58
Oklahoma,Major County,940,149600.0,0.66
Oklahoma,Marshall County,903,164500.0,0.71
Oklahoma,Mayes County,1222,188200.0,0.6
Oklahoma,Murray County,665,159800.0,0.43
Oklahoma,Muskogee County,1021,153200.0,0.61
Oklahoma,Noble County,1172,146400.0,0.55
Oklahoma,Nowata County,891,137800.0,0.53
Oklahoma,Okfuskee County,560,115900.0,0.45
Oklahoma,Oklahoma County,2155,222900.0,0.92
Oklahoma,Okmulgee County,796,121200.0,0.68
Oklahoma,Osage County,1248,182100.0,0.69
Oklahoma,Ottawa County,763,123300.0,0.6
Oklahoma,Pawnee County,876,131500.0,0.59
Oklahoma,Payne County,1903,223300.0,0.77
Oklahoma,Pittsburg County,788,156900.0,0.52
Oklahoma,Pontotoc County,1135,175400.0,0.6
Oklahoma,Pottawatomie County,1097,165400.0,0.62
Oklahoma,Pushmataha County,518,132300.0,0.34
Oklahoma,Roger Mills County,720,157800.0,0.39
Oklahoma,Rogers County,1806,240500.0,0.71
Oklahoma,Seminole County,613,99500.0,0.57
Oklahoma,Sequoyah County,761,139400.0,0.53
Oklahoma,Stephens County,990,145300.0,0.68
Oklahoma,Texas County,1131,163500.0,0.91
Oklahoma,Tillman County,500,79800.0,0.66
Oklahoma,Tulsa County,2227,230400.0,0.98
Oklahoma,Wagoner County,1858,234800.0,0.7
Oklahoma,Washington County,1558,173200.0,0.87
Oklahoma,Washita County,620,118400.0,0.51
Oklahoma,Woods County,803,139600.0,0.63
Oklahoma,Woodward County,973,169000.0,0.6
Oregon,Baker County,2239,285600.0,0.7
Oregon,Benton County,4884,513000.0,0.93
Oregon,Clackamas County,5171,611000.0,0.84
Oregon,Clatsop County,3236,468300.0,0.66
Oregon,Columbia County,3137,421600.0,0.72
Oregon,Coos County,2284,337800.0,0.67
Oregon,Crook County,2972,467000.0,0.62
Oregon,Curry County,1841,381300.0,0.51
Oregon,Deschutes County,3807,650900.0,0.59
Oregon,Douglas County,1895,310300.0,0.61
Oregon,Gilliam County,1904,189300.0,0.79
Oregon,Grant County,1674,229700.0,0.41
Oregon,Harney County,1943,242100.0,0.71
Oregon,Hood River County,3515,660000.0,0.51
Oregon,Jackson County,3174,430200.0,0.73
Oregon,Jefferson County,2591,374200.0,0.62
Oregon,Josephine County,2086,404300.0,0.5
Oregon,Klamath County,1752,280400.0,0.63
Oregon,Lake County,1563,219500.0,0.58
Oregon,Lane County,3536,430600.0,0.78
Oregon,Lincoln County,3322,410800.0,0.75
Oregon,Linn County,3261,376400.0,0.73
Oregon,Malheur County,1860,248900.0,0.56
Oregon,Marion County,3490,416400.0,0.83
Oregon,Morrow County,1946,240400.0,0.72
Oregon,Multnomah County,5301,552700.0,1.02
Oregon,Polk County,3634,454700.0,0.76
Oregon,Sherman County,1588,211800.0,0.71
Oregon,Tillamook County,2582,430200.0,0.62
Oregon,Umatilla County,2557,282600.0,0.77
Oregon,Union County,2446,294600.0,0.68
Oregon,Wallowa County,2270,394800.0,0.49
Oregon,Wasco County,2828,367400.0,0.77
Oregon,Washington County,4929,588000.0,0.86
Oregon,Wheeler County,1893,272400.0,0.68
Oregon,Yamhill County,3425,471700.0,0.68
Pennsylvania,Adams County,3561,268500.0,1.22
Pennsylvania,Allegheny County,3451,227600.0,1.47
Pennsylvania,Armstrong County,2161,157300.0,1.36
Pennsylvania,Beaver County,2704,190900.0,1.33
Pennsylvania,Bedford County,1444,179000.0,0.79
Pennsylvania,Berks County,4239,257300.0,1.6
Pennsylvania,Blair County,1724,161100.0,1.05
Pennsylvania,Bradford County,2044,187500.0,1.04
Pennsylvania,Bucks County,5826,445700.0,1.2
Pennsylvania,Butler County,2970,294200.0,0.97
Pennsylvania,Cambria County,1492,121000.0,1.19
Pennsylvania,Cameron County,1414,88900.0,1.31
Pennsylvania,Carbon County,3088,211400.0,1.44
Pennsylvania,Centre County,3386,323500.0,1.04
Pennsylvania,Chester County,6308,485600.0,1.22
Pennsylvania,Clarion County,1503,155700.0,0.91
Pennsylvania,Clearfield County,1500,137000.0,1.07
Pennsylvania,Clinton County,2046,175900.0,1.08
Pennsylvania,Columbia County,2286,206200.0,1.06
Pennsylvania,Crawford County,2064,153200.0,1.24
Pennsylvania,Cumberland County,3254,277600.0,1.11
Pennsylvania,Dauphin County,3198,236400.0,1.28
Pennsylvania,Delaware County,6124,332200.0,1.62
Pennsylvania,Elk County,1697,133600.0,1.15
Pennsylvania,Erie County,2830,177000.0,1.52
Pennsylvania,Fayette County,1607,143200.0,1.08
Pennsylvania,Forest County,1145,115300.0,0.83
Pennsylvania,Franklin County,2740,249800.0,1.03
Pennsylvania,Fulton County,2120,208500.0,0.9
Pennsylvania,Greene County,1960,153900.0,1.11
Pennsylvania,Huntingdon County,1718,183200.0,0.8
Pennsylvania,Indiana County,2297,152800.0,1.33
Pennsylvania,Jefferson County,1402,139700.0,0.85
Pennsylvania,Juniata County,2147,217000.0,0.85
Pennsylvania,Lackawanna County,3012,201800.0,1.4
Pennsylvania,Lancaster County,3975,301100.0,1.2
Pennsylvania,Lawrence County,1967,147200.0,1.25
Pennsylvania,Lebanon County,3310,242000.0,1.23
Pennsylvania,Lehigh County,4651,300400.0,1.42
Pennsylvania,Luzerne County,2530,174100.0,1.35
Pennsylvania,Lycoming County,2649,202200.0,1.24
Pennsylvania,McKean County,1660,104500.0,1.13
Pennsylvania,Mercer County,1936,164000.0,1.06
Pennsylvania,Mifflin County,2266,156700.0,1.22
Pennsylvania,Monroe County,4447,267600.0,1.62
Pennsylvania,Montgomery County,5875,436700.0,1.29
Pennsylvania,Montour County,2507,248100.0,0.92
Pennsylvania,Northampton County,4700,308600.0,1.44
Pennsylvania,Northumberland County,1794,162400.0,1.12
Pennsylvania,Perry County,2859,236400.0,1.07
Pennsylvania,Philadelphia County,2003,243100.0,0.85
Pennsylvania,Pike County,3542,272600.0,1.24
Pennsylvania,Potter County,1857,153100.0,0.98
Pennsylvania,Schuylkill County,2140,153000.0,1.29
Pennsylvania,Snyder County,2388,215300.0,1.02
Pennsylvania,Somerset County,1477,150600.0,0.99
Pennsylvania,Sullivan County,2015,197100.0,0.95
Pennsylvania,Susquehanna County,2365,216400.0,0.91
Pennsylvania,Tioga County,2078,181100.0,1.01
Pennsylvania,Union County,2744,240100.0,1.18
Pennsylvania,Venango County,1520,119800.0,1.22
Pennsylvania,Warren County,1687,127500.0,1.12
Pennsylvania,Washington County,2485,228500.0,1.1
Pennsylvania,Wayne County,3039,242100.0,1.1
Pennsylvania,Westmoreland County,2501,203500.0,1.2
Pennsylvania,Wyoming County,2817,215400.0,1.24
Pennsylvania,York County,4006,248600.0,1.54
Rhode Island,Bristol County,6648,513800.0,1.14
Rhode Island,Kent County,4957,366100.0,1.37
Rhode Island,Newport County,5414,609700.0,0.86
Rhode Island,Providence County,4683,373600.0,1.19
Rhode Island,Washington County,5102,510800.0,0.91
South Carolina,Abbeville County,782,178800.0,0.42
South Carolina,Aiken County,897,218000.0,0.47
South Carolina,Allendale County,669,76200.0,0.5
South Carolina,Anderson County,1043,231900.0,0.5
South Carolina,Bamberg County,811,97800.0,0.71
South Carolina,Barnwell County,775,106000.0,0.6
South Carolina,Beaufort County,2174,455600.0,0.5
South Carolina,Berkeley County,1400,310300.0,0.49
South Carolina,Calhoun County,704,172100.0,0.36
South Carolina,Charleston County,1901,489100.0,0.4
South Carolina,Cherokee County,614,142000.0,0.5
South Carolina,Chester County,890,158300.0,0.5
South Carolina,Chesterfield County,487,116200.0,0.41
South Carolina,Clarendon County,883,158000.0,0.52
South Carolina,Colleton County,900,162500.0,0.54
South Carolina,Darlington County,652,158200.0,0.46
South Carolina,Dillon County,452,85400.0,0.44
South Carolina,Dorchester County,1851,329300.0,0.6
South Carolina,Edgefield County,875,202700.0,0.47
South Carolina,Fairfield County,776,151200.0,0.44
South Carolina,Florence County,756,177900.0,0.47
South Carolina,Georgetown County,1190,289500.0,0.41
South Carolina,Greenville County,1512,299000.0,0.51
South Carolina,Greenwood County,964,180500.0,0.54
South Carolina,Hampton County,897,112000.0,0.63
South Carolina,Horry County,944,287700.0,0.38
South Carolina,Jasper County,1852,325500.0,0.55
South Carolina,Kershaw County,1013,217100.0,0.51
South Carolina,Lancaster County,1657,329900.0,0.54
South Carolina,Laurens County,698,170600.0,0.43
South Carolina,Lee County,599,104600.0,0.49
South Carolina,Lexington County,1151,234500.0,0.48
South Carolina,McCormick County,948,168700.0,0.52
South Carolina,Marion County,436,93200.0,0.44
South Carolina,Marlboro County,496,82000.0,0.51
South Carolina,Newberry County,1154,173300.0,0.53
South Carolina,Oconee County,899,237100.0,0.38
South Carolina,Orangeburg County,749,115800.0,0.58
South Carolina,Pickens County,866,231900.0,0.43
South Carolina,Richland County,1637,242800.0,0.64
South Carolina,Saluda County,747,146500.0,0.43
South Carolina,Spartanburg County,1274,233300.0,0.58
South Carolina,Sumter County,881,165300.0,0.54
South Carolina,Union County,579,103600.0,0.43
South Carolina,Williamsburg County,687,104500.0,0.62
South Carolina,York County,1740,361300.0,0.53
South Dakota,Aurora County,1574,151900.0,0.97
South Dakota,Beadle County,1900,175100.0,1.01
South Dakota,Bennett County,1535,156400.0,0.92
South Dakota,Bon Homme County,1707,134100.0,1.1
South Dakota,Brookings County,2981,264600.0,1.11
South Dakota,Brown County,2598,221100.0,1.07
South Dakota,Brule County,2071,216800.0,0.82
South Dakota,Buffalo County,473,117800.0,0.2
South Dakota,Butte County,2265,244600.0,0.88
South Dakota,Campbell County,1368,115900.0,1.03
South Dakota,Charles Mix County,1878,170600.0,0.97
South Dakota,Clark County,1389,158400.0,0.76
South Dakota,Clay County,2937,232300.0,1.13
South Dakota,Codington County,2308,237700.0,0.96
South Dakota,Corson County,1009,69800.0,1.18
South Dakota,Custer County,2879,372100.0,0.71
South Dakota,Davison County,2526,205800.0,1.14
South Dakota,Day County,1693,173600.0,0.78
South Dakota,Deuel County,1694,205900.0,0.76
South Dakota,Dewey County,1050,69600.0,0.95
South Dakota,Douglas County,1653,166900.0,0.84
South Dakota,Edmunds County,1313,163300.0,0.81
South Dakota,Fall River County,1940,193200.0,1.03
South Dakota,Faulk County,916,147500.0,0.75
